Individual_number,Species,Locality,Year,Month,Data,Total_length_mm,Weight_g,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements,accessibility
5706,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,12.16,0.7,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5707,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,16.48,1.61,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5708,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,19.91,2.87,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5709,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,21.07,3.48,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5710,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,18.97,2.29,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5711,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,15.78,1.29,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5712,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,14.91,1.11,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5713,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,18.22,2.13,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5714,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,16.07,1.54,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5715,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,17.57,2.09,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5716,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,14.94,1.38,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5717,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,16.97,1.56,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5718,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,16.29,1.66,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5719,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,15,1.29,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5720,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,11.45,0.63,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5721,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,10.72,0.6,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5722,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,15.16,1.36,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5723,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,13.54,0.88,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5724,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,11.39,0.72,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5725,Phorcus sauciatus,Madeira archipelago,2018,3,22/03/2018,11.32,0.66,Desertas,32°30.86'0.44''N,16°30.66'0.33''W,MPA,Control,
5726,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.34,1.6,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5727,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.5,1.64,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5728,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.61,0.9,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5729,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.72,1.43,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5730,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.74,2.22,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5731,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.3,1.7,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5732,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.62,0.69,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5733,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.86,1.16,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5734,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.22,1.59,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5735,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.16,2.56,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5736,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.68,1.57,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5737,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,21.13,2.81,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5738,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.49,2.01,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5739,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.11,1.66,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5740,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.25,2.12,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5741,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18,1.87,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5742,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.71,1.26,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5743,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.6,1.72,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5744,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.18,1.65,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5745,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.42,1.85,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5746,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.73,0.95,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5747,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.15,1.14,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5748,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.57,0.93,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5749,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.85,1.44,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5750,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.26,2.59,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5751,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.66,1.98,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5752,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.47,1.22,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5753,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.35,1.45,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5754,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.2,1.63,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5755,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.4,1.09,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5756,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.1,1.25,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5757,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.68,1.1,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5758,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.43,0.83,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5759,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.1,1.37,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5760,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.27,1.87,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5761,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.2,1.03,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5762,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.59,1.1,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5763,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.74,0.92,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5764,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.81,0.74,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5765,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.26,1.19,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5766,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.9,1.39,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5767,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.25,0.76,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5768,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.71,0.87,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5769,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.99,1.06,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5770,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.36,0.95,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5771,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15,0.95,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5772,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.87,1.11,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5773,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.6,0.9,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5774,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.62,0.84,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5775,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.35,0.71,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5776,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.1,0.9,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5777,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,12.89,0.79,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5778,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.49,1,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5779,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.08,0.98,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5780,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,11.97,0.5,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5781,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.19,0.72,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5782,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.02,0.71,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5783,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,12.7,0.71,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5784,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.14,0.97,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5785,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.07,0.64,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5786,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.56,1.08,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5787,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.81,0.95,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5788,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.07,1.13,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5789,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,12.51,0.68,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5790,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.7,0.78,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5791,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,12.18,0.58,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5792,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.03,0.67,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5793,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,12.95,0.67,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5794,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,12.56,0.6,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5795,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,11.4,0.58,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5796,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,12.81,0.67,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5797,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,11.69,0.49,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5798,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,11.89,0.52,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5799,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.3,0.65,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5800,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,11.92,0.48,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5801,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,11.21,0.4,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5802,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,10.24,0.35,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5803,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,22.02,3.34,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5804,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.49,2.67,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5805,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,20.24,3.06,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5806,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.17,2.24,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5807,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,22.39,3.93,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5808,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.16,2.54,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5809,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.25,2.06,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5810,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.65,1.86,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5811,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.01,2.31,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5812,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.42,2.61,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5813,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.64,1.96,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5814,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,20.36,3.63,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5815,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.07,1.77,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5816,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.91,2.15,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5817,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.52,2.8,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5818,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.21,1.77,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5819,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.42,1.39,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5820,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.39,2.55,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5821,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.52,1.28,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5822,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.84,2.18,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5823,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.39,2.39,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5824,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.6,1.9,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5825,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.25,1.87,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5826,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.06,1.11,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5827,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.5,1.7,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5828,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.42,1.95,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5829,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.23,1.11,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5830,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.89,1.86,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5831,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.43,0.95,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5832,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.81,1.09,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5833,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.42,1.56,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5834,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,19.57,2.21,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5835,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.11,1.82,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5836,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.8,1.57,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5837,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.89,1.83,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5838,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,14.98,0.98,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5839,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.17,1.76,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5840,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,20.49,2.92,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5841,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.24,1.57,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5842,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.45,1.44,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5843,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.73,1.17,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5844,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.65,1.12,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5845,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.4,1.94,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5846,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.22,1.44,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5847,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.09,1.6,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5848,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.47,1.2,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5849,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18.6,2.22,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5850,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,16.7,1.45,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5851,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,17.05,1.49,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5852,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,18,1.96,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5853,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,15.28,1.16,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5854,Phorcus sauciatus,Madeira archipelago,2018,3,28/03/2018,13.69,0.64,Porto Santo,33°7.56'0.16''N,16°17.14'0.59''W,MPA,Control,
5855,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.06,0.51,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5856,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.63,0.77,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5857,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.06,0.56,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5858,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.69,0.44,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5859,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,12.93,0.59,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5860,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.29,0.36,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5861,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,9.41,0.25,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5862,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.84,0.16,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5863,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.06,0.26,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5864,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.12,0.14,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5865,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,14.62,1.08,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5866,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.51,0.47,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5867,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,11.13,0.36,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5868,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.67,0.13,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5869,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.75,0.35,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5870,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,10.91,0.36,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5871,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.45,0.15,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5872,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.52,0.16,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5873,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,8.37,0.15,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
5874,Phorcus sauciatus,Madeira archipelago,2018,1,22/01/2018,7.54,0.09,Ribeira Brava,32°40.26'0.41''N,17°3.93'0.34''W,Full access,Near,South
