Individual_number,Species,Locality,Year,Month,Data,Total_length_mm,Weight_g,Water_salinity,Water_temperature,Sampling_site,Lat,Long,Protective_regime,Proximity_human_settlements
1617,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.09,2.56,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1618,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.32,2.62,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1619,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.5,2.14,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1620,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.16,1.94,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1621,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.42,2.54,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1622,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.69,2.39,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1623,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.66,2.38,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1624,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.01,2.55,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1625,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.24,2.47,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1626,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.65,2.96,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1627,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.92,1.77,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1628,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,19.11,2.64,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1629,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.6,2.68,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1630,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.35,1.47,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1631,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.78,1.63,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1632,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.92,2.54,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1633,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.75,2.38,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1634,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.32,2.4,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1635,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.24,2.24,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1636,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.47,3.02,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1637,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.08,2.15,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1638,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.05,2.6,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1639,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.32,2.07,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1640,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.29,2.02,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1641,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.43,1.77,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1642,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,13.5,1.03,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1643,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.73,2.2,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1644,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.5,1.78,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1645,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.95,2.19,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1646,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,13.59,1.1,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1647,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.76,2.44,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1648,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.88,3.25,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1649,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.11,2.7,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1650,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.35,2.35,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1651,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.62,2.14,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1652,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,14.76,1.44,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1653,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.63,2.53,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1654,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.37,2.12,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1655,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.29,2.76,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1656,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.14,2.38,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1657,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.84,1.65,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1658,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.58,1.8,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1659,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,18.19,2.86,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1660,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.77,1.69,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1661,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.94,2.1,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1662,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,14.97,1.6,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1663,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.12,1.38,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1664,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.1,1.76,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1665,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.5,1.96,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1666,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.69,1.95,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1667,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.58,1.96,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1668,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.13,1.88,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1669,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.85,1.94,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1670,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.36,2.36,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1671,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.14,1.83,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1672,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.75,2.36,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1673,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.11,1.33,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1674,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,15.05,1.58,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1675,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.04,2.2,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1676,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.39,1.93,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1677,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.49,2.12,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1678,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.87,2.04,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1679,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.09,2.28,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1680,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,13.05,0.72,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1681,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,17.12,2.23,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1682,Phorcus lineatus,mainland Portugal,2017,3,06/03/2017,16.66,1.99,35,15.3,Arrifana,37°17.71'0.23''N,8°52.06'0.52''E,Full access,Near
1683,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,19.27,3.2,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1684,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.67,2.48,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1685,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.75,2.73,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1686,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.1,1.68,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1687,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,19.41,3.25,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1688,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,18.58,3.24,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1689,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,18.18,2.5,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1690,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,20.49,4.38,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1691,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.68,2.08,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1692,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.41,2.28,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1693,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,18.21,2.53,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1694,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.94,2.58,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1695,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.35,1.91,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1696,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.03,2.38,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1697,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.3,2.4,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1698,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,19.64,3.58,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1699,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.71,2.2,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1700,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.84,1.92,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1701,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.54,2.45,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1702,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.5,2.08,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1703,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.47,1.53,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1704,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.97,2.46,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1705,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,18.91,3.07,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1706,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.16,1.85,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1707,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,18.54,2.99,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1708,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.74,2.41,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1709,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.81,1.79,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1710,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,19.45,3.58,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1711,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.71,1.9,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1712,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.76,2.46,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1713,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.61,2.29,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1714,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.14,1.57,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1715,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,9.29,0.27,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1716,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,9.06,0.24,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1717,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.9,1.67,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1718,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,18.12,2.48,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1719,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,18.35,2.55,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1720,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.3,2.03,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1721,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.26,2.13,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1722,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.95,2.01,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1723,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.92,1.7,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1724,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,17.36,2.01,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1725,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.48,1.95,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1726,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.4,1.93,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1727,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.26,1.64,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1728,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.78,1.95,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1729,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.34,1.83,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1730,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.61,1.79,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1731,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.15,1.33,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1732,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.36,1.63,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1733,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.95,1.85,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1734,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.36,1.1,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1735,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.74,1.59,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1736,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.91,1.47,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1737,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.01,1.72,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1738,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.72,1.65,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1739,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.89,1.76,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1740,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.28,1.34,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1741,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,13.88,1,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1742,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.15,1.07,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1743,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.07,1.66,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1744,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.42,1.34,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1745,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.73,1.59,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1746,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.92,1.55,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1747,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,13.96,1.1,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1748,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.75,1.35,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1749,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.74,1.28,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1750,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.61,1.86,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1751,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.64,1.32,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1752,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.98,1.64,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1753,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.64,1.55,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1754,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.73,1.55,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1755,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,12.94,0.94,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1756,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.15,1.14,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1757,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.25,1.59,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1758,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14.85,1.31,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1759,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,14,1.03,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1760,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.41,1.61,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1761,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,13.31,1.07,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1762,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,13.81,1.14,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1763,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,11.72,0.71,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1764,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,11.47,0.57,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1765,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,11.59,0.56,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1766,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,13.46,0.77,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1767,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,16.11,1.65,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1768,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,15.13,1.15,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1769,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,12.25,0.67,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1770,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,9.06,0.22,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
1771,Phorcus lineatus,mainland Portugal,2018,3,05/03/2018,7.2,0.1,35,15,Praia da Carriagem,37°22.03'0.08''N,8°50.18'0.42''E,Full access,Far
